dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities,url
Magnanini Farm Winery & Distillery,,,,"172 Strawridge Rd, Wallkill, New York, 12589",41.597357,-74.152244,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/magnanini-farm-winery-distillery/
McClintock Distilling Company,,,,"35 South Carroll Street, Frederick, Maryland, 21701",39.413051,-77.40838,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mcclintock-distilling-company/
Luckey Spirits Farm Distillery,New York,NY: Hudson Valley Distillery Trail,Coming Soon,"94 Mountain Road, Greenwich, New York, 12834",40.712775,-74.005973,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/luckey-spirits-farm-distillery/
Monkey Hollow Distillery,,,,"11534 East County Road 1740 North, Saint Meinrad, Indiana, 47577",38.135681,-86.838234,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/monkey-hollow-distillery/
McCormick Distilling,,,,"617 Thomas Street, Weston, Missouri, 64098",39.411109,-94.90163,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mccormick-distilling/
Mississippi River Distilling Company,,,,"303 North Cody Road, Le Claire, Iowa, 52753",41.599774,-90.343326,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mississippi-river-distilling-company/
Minglewood Distilling Co.,,,,"437 E South Street, Wooster, Ohio, 44691",40.797608,-81.934045,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/minglewood-distilling-co/
MGP Ingredients,,,,"7 Ridge Avenue, Greendale, Indiana, 47025",39.092449,-84.855695,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mgp-ingredients/
Lucky Paw Distillery (Coming Soon.),,,,"8200 Perry Hall Blvd Middle River, Middle River, Maryland, 21220",39.374715,-76.468394,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/lucky-paw-distillery/
Loveton Farms Distillery,,,,"11620 Crossroads Cir H, Middle River, Maryland, 21220",39.35455,-76.407221,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/loveton-farms-distillery/
Moonshine Ridge,,,,"104 E Pecan Dr, Johnson City, Texas, 78636",30.27759,-98.411415,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/moonshine-ridge/
Manifest Distilling,,,,"960 East Forsyth Street, Jacksonville, Florida, 32202",30.32361,-81.644813,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/manifest-distilling/
Maryland Distillers Guild,,,,"18 Church Circle, Annapolis, Maryland, 21401",38.978445,-76.492183,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/maryland-distillers-guild/
Napa Valley Craft Distillery,,,,"Benicia, California",38.049365,-122.158578,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/napa-valley-craft-distillery/
Matriarch Distillery,,,,"18389 Sunnydale Road, Council Bluffs, Iowa, 51503",41.281247,-95.769011,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/matriarch-distillery/
Noble Cut Distillery,,,,"750 Cross Pointe Rd suite K, Columbus, Ohio, 43230",39.996697,-82.833186,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/noble-cut-distillery/
Malahat Spirits,,,,"8706 Production Avenue, San Diego, California, 92121",32.883477,-117.166777,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/malahat-spirits/
Midstate Distillery,,,,"1817 N Cameron St, Harrisburg, Pennsylvania, 17103",40.28024,-76.879595,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/midstate-distillery/
NG Distillery,,,,"110 E Margaret Street, Thornton, Illinois, 60409",41.568642,-87.611682,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/ng-distillery/
Louthan Distilling,,,,"3005 Montebello Terrace, Baltimore, Maryland, 21214",0,0,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/louthan-distilling/
Marlin & Barrel Distillery,,,,"232 S 8th St, Fernandina Beach, Florida, 32034",30.66717,-81.459097,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/marlin-barrel-distillery/
Nevada H&C Distilling Co.,,,,"418 W Mesquite Ave, Las Vegas, Nevada, 89106",36.176167,-115.147274,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/nevada-hc-distilling-co/
Mingo Creek Craft Distillers,,,,"Washington, Pennsylvania, 15301",40.17396,-80.246171,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mingo-creek-craft-distillers/
New Liberty Distillery,,,,"1431 North Cadwallader Street, Philadelphia, Pennsylvania, 19122",39.973746,-75.140565,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/new-liberty-distillery/
Maverick Whiskey,,,,"115 Broadway, San Antonio, Texas, 78205",29.427111,-98.488084,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/maverick-whiskey/
Massachusetts Distillers Alliance,,,,"City Hall Plaza, Boston, Massachusetts, 2203",42.360083,-71.05888,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/massachusetts-distillers-alliance/
MurLarkey Distilled Spirits,,,,"7961 Gainsford Ct., Bristow, Virginia, 20136",38.723303,-77.536704,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/murlarkey-distilled-spirits/
Murphy's Law Distillery,,,,"90 Earl Martin Dr Unit 2, Elmira, Ontario, N3B 2P5",43.579618,-80.56159,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/murphys-law-distillery/
New Mexico Distillers Guild,,,,"111 East San Francisco Street, Santa Fe, New Mexico, 87501",35.686975,-105.937799,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/new-mexico-distillers-guild/
Lovell Brothers Whiskey,,,,"227 7th Street, Mount Airy, Georgia, 30563",34.518711,-83.500727,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/lovell-brothers-whiskey/
Moon River Distillery,,,,"Highway 18, Park River, North Dakota, 58270",48.399764,-97.62503,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/moon-river-distillery/
Mad River Distillers,,,,"89 Mad River Green, Waitsfield, Vermont, 05673",44.184263,-72.838286,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mad-river-distillers/
Matagorda Bay Distillery (Coming Soon.),,,,"12978 SH 60 S, Bay City, Texas, 77414",28.842003,-95.939303,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/matagorda-bay-distillery/
Merridale Craft Spirits,,,,"1230 Merridale Rd, Cobble Hill, British Columbia, V0R 1L0",48.664105,-123.58633,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/merridale-craft-spirits/
Mt. Defiance Distillery,,,,"6 North Madison Street, Middleburg, Virginia, 20117",38.968721,-77.73555,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mt-defiance-distillery/
Lucky Sign Spirits,,,,"215 North Ave, Pittsburgh, Pennsylvania, 15209",40.481343,-79.974834,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/lucky-sign-spirits/
Mastrogiannis Distillery,,,,"8016 Durango Street SW Unit B10, Lakewood, 98499",47.183379,-122.487366,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mastrogiannis-distillery/
Manatawny Still Works,,,,"224 East High Street, Pottstown, Pennsylvania, 19464",40.245374,-75.64963,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/manatawny-still-works/
Nashville Barrel Company,,,,"222 Fesslers Lane, Nashville, Tennessee, 37210",36.152001,-86.742227,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/nashville-barrel-company/
Marble Distilling Co. & The Distillery Inn,,,,"150 Main Street, Carbondale, Colorado, 81623",39.400338,-107.207907,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/marble-distilling-company/
Mill St Distillery,,,,"140 Willow Grove Street, Hackettstown, New Jersey, 7840",40.853293,-74.818268,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mill-st-distillery/
MannCave Distilling,,,,"851 Left Millstone Road, Weston, West Virginia, 26452",39.122173,-80.499194,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/manncave-distilling/
Maplewood Brewery & Distillery,,,,"2306 North Sawyer Avenue, Chicago, Illinois, 60647",41.92306,-87.709291,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/maplewood-brewery-distillery/
Milk Street Distillery,,,,"1 Milk St building 1, Branchville, New Jersey, 07826",41.145498,-74.747185,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/milk-street-distillery/
Michigan Moonshine Distillery,,,,"4005 Chicago Dr SW, Grandville, Michigan, 49418",42.909771,-85.763424,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/michigan-moonshine-distillery/
Matchbook Distilling Co.,,,,"230 Corwin St, Greenport, New York, 11944",41.098311,-72.369913,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/matchbook-distilling-co/
Mogul Distillery,,,,"5320 West 79th Street, Indianapolis, Indiana, 46268",39.896945,-86.253326,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mogul-distillery/
Midleton Distillery,,,,"Midleton, County Cork, P25 A9Y5",51.914332,-8.172628,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/midleton-distillery/
Michigrain Distillery,,,,"523 E Shiawassee St, Lansing, Michigan, 48912",42.737547,-84.545521,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/michigrain-distillery/
Nahmias et Fils Distillery,,,,"201 Saw Mill River Rd, Yonkers, New York, 10701",40.945856,-73.879671,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/nahmias-et-fils-distillery/
Newport Craft Brewing and Distilling Company,,,,"293 JT Connell Hwy, Newport, Rhode Island, 02840",41.514276,-71.31572,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/newport-distilling-company/
Mike Curphy Distillery,,,,"2731 Via Orange Way UNIT 104, Spring Valley, California, 91978",32.730088,-116.968053,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mike-curphy-distillery/
Marian Farmhouse Spirits,,,,"301 North First Street, Fresno, California, 93702",36.746842,-119.772587,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/marian-farmhouse-spirits/
Misadventure & Co. Distillery,,,,"2420 Grand Ave suite C, Vista, California, 92081",33.154931,-117.223655,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/misadventure-co-distillery/
MISCellaneous Distillery,,,,"114 S Main St B103, Mount Airy, Maryland, 21771",39.37654,-77.155149,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/miscellaneous-distillery/
New York State Distillers Guild,New York,New York City,Associations / Guilds,"230 Broadway, New York, New York, 10007",40.712784,-74.005941,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/new-york-state-distillers-guild/
New Basin Distilling Company,,,,"2063 NW Andrews, Madras, Oregon, 97741",44.665741,-121.137432,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/new-basin-distilling-company/
Molly Brown Spirits,,,,"1340 Pennsylvania St, Denver, Colorado, 80203",39.737493,-104.980734,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/molly-brown-spirits/
New Holland Artisan Spirits,,,,"66 E 8th Street (Brewpub), Holland, Michigan, 49423",42.790053,-86.104219,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/new-holland-artisan-spirits/
New Jersey Craft Distillers Guild,,,,"Trenton, New Jersey, 08608",40.220582,-74.759717,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/new-jersey-craft-distillers-guild/
M. Wells Distilling,,,,"1092 TX-21, Cedar Creek, Texas, 78612",30.087315,-97.501432,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/m-wells-distilling/
Maine Distillers Guild,,,,"45 Memorial Circle, Augusta, Maine, 4330",44.310624,-69.77949,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/maine-distillers-guild/
Modisett & Sons,,,,"13700 FM973, Bldg. E, Manor, Texas, 78653",30.361049,-97.532673,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/modisett-sons/
Mad Paddle Brewstillery,,,,"301 West Street, Madison, Indiana, 47250",38.735338,-85.380405,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mad-paddle-brewstillery/
Montana Distiller's Guild,,,,"919 9th Avenue, Helena, Montana, 59601",46.588371,-112.024505,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/montana-distillers-guild/
Niagara Craft Spirits,,,,"4408 Ridge Road, Rt 104, Cambria, New York, 14094",43.207103,-78.802623,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/niagara-craft-spirits/
Nightside Distillery,,,,"Edgewood, Washington, 98371",47.250101,-122.293732,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/nightside-distillery/
Mid-Best Distillery,,,,"423 Valley Rd, Gravois Mills, Missouri, 65037",38.308104,-92.824623,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/mid-best-distillery/
Minnesota Distillers Guild,,,,Minnesota,46.729553,-94.6859,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/minnesota-distillers-guild/
Lyon Distilling Company,,,,"605 S Talbot St #6, Saint Michaels, Maryland, 21663",38.78138,-76.221975,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/lyon-distilling-company/
Mayberry Spirits,,,,"461 N South Street, Mount Airy, North Carolina, 27030",36.503962,-80.616235,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mayberry-spirits/
Murder Creek Distillery,,,,"4477 Highway 41, Brewton, Alabama, 36426",31.059644,-87.060065,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/murder-creek-distillery/
Marfa Spirit Co.,,,,"320 W El Paso St, Marfa, Texas, 79843",30.309717,-104.02415,,,,,,DSP-TX-20168,,https://www.distillerytrail.com/directory-distillery/listing/marfa-spirit-co/
Missouri Craft Distillers Guild,,,,Missouri,37.964253,-91.831833,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/missouri-craft-distillers-guild/
Mutiny Bay Distillery,,,,"5490 Cameron Rd, Freeland, Washington, 98249",48.011313,-122.54199,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mutiny-bay-distillery/
Motor City Gas Whiskey Distillery,,,,"325 E 4th St, Royal Oak, Michigan, 48067",42.487626,-83.140818,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/motor-city-gas-whiskey/
Nauti Spirits Distillery,,,,"1204 New York Avenue, Cape May, New Jersey, 8204",38.935113,-74.906005,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/nauti-spirits-distillery/
Napa Valley Distillery,,,,"2485 Stockton Street, Napa, California, 94559",38.294127,-122.301672,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/napa-valley-distillery/
Mystic Farm & Distillery,,,,"1212 N Mineral Springs Rd, Durham, North Carolina, 27703",35.998861,-78.803728,,,,,,DSP-NC-21054,[''],https://www.distillerytrail.com/directory-distillery/listing/mystic-farm-distillery/
Myrtle's Distilled Spirits,,,,"1013 S Neosho Blvd, Neosho, Missouri, \64850",36.855725,-94.383944,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/myrtles-distilled-spirits/
Mammoth Distilling,,,,"2407 Main St, Central Lake, Michigan, 49622",45.070264,-85.264323,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/mammoth-distilling/
NOLA Distilling,,,,"3715 Tchoupitoulas St., New Orleans, Louisiana, 70115",29.918138,-90.092675,,,,,,DSP-LA-20030,,https://www.distillerytrail.com/directory-distillery/listing/nola-distilling/
Old Humble Distilling,,,,"311 North Houston Avenue, Humble, Texas, 77338",29.997872,-95.257711,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-humble-distilling/
Pacific Coast Spirits,,,,"404 S. Coast Hwy, Oceanside, California, 92054",33.192752,-117.377605,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pacific-coast-spirits/
Ozark Hills Moonshine,,,,"625 Cedar Creek Rd, Chadwick, Missouri, 65629",36.925975,-92.951104,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/ozark-hills-moonshine/
O'Shaughnessy Distilling Co.,,,,"600 Malcolm Ave. SE, Minneapolis, Minnesota, 55414",44.973684,-93.210856,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/oshaughnessy-distilling-co/
O.H.S.O. Distillery,,,,"Scottsdale, Arizona, 85251",33.49417,-111.926052,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/o-h-s-o-distillery/
