dis_name,instagram_link,short_info,region,founded,owner,status,website,open_for_visits,capacity,types,cereals,water,longitude,latitude,url
Auchinblae,,,"Highlands, United Kingdom",1895,,closed,,,,single malt,,,-2.45028,56.89734,https://whiskey-map.com/distillery/auchinblae/143
Banff,https://www.instagram.com/banffwhiskyexperience,,"Highlands, United Kingdom",1863,-,closed,-,No,,single malt,,,-2.55878,57.6675,https://whiskey-map.com/distillery/banff/144
Caperdonich,,,"Speyside, United Kingdom",1898,,closed,en.wikipedia.org/wiki/Caperdonich_distillery,No,,single malt,,,-3.20738,57.53242,https://whiskey-map.com/distillery/caperdonich/145
Coleburn,,,"Speyside, United Kingdom",,,closed,,,,single malt,,,-3.27207,57.58184,https://whiskey-map.com/distillery/coleburn/146
Convalmore,,,,,-,closed,-,No,,single malt,,,-3.13243,57.4624,https://whiskey-map.com/distillery/convalmore/147
Dallas Dhu,,,"Speyside, United Kingdom",1899,,closed,www.historicenvironment.scot/visit-a-place/places/dallas-dhu-historic-distillery,,,single malt,,,-3.61399,57.58985,https://whiskey-map.com/distillery/dallas-dhu/148
Deeside,,,"Highlands, United Kingdom",,,closed,www.deesidedistillery.net,,,single malt,,,-2.4863,57.06689,https://whiskey-map.com/distillery/deeside/149
Bakery Hill,https://www.instagram.com/bakeryhilldistillery,,"Victoria, Australia",2000,,operational,www.bakeryhill.com,,,single malt,,,145.29752,-37.8194,https://whiskey-map.com/distillery/bakery-hill/150
Glenora,,,"Nova Scotia, Canada",1989,,operational,www.glenoradistillery.com,,,single malt,,,-61.32386,46.15383,https://whiskey-map.com/distillery/glenora/151
Teerenpeli,https://www.instagram.com/teerenpelidistillery,,"Päijät-Häme, Finland",2002,,operational,teerenpelidistillery.com,Yes,,single malt,,,25.69727,60.9637,https://whiskey-map.com/distillery/teerenpeli/152
Zuidam,https://www.instagram.com/zuidamdistillers,,,,Zuidam Distillers BV,operational,www.zuidam.eu/,No,,"single malt, rye","barley, rye, corn",,4.93906,51.44492,https://whiskey-map.com/distillery/zuidam/153
Drayman's,https://www.instagram.com/draymansbrewery,,"Gauteng, South Africa",-,,operational,www.draymans.com,,,single malt,,,28.29399,-25.73037,https://whiskey-map.com/distillery/draymans/154
Mackmyra,https://www.instagram.com/mackmyrawhisky,,,,,operational,mackmyra.com,Yes,,single malt,barley,,16.96496,60.64023,https://whiskey-map.com/distillery/mackmyra/155
Tullamore,https://www.instagram.com/tullamoredew,,"Leinster, Ireland",1829,,operational,www.tullamoredew.com,Yes,,irish,,,-7.5007,53.25366,https://whiskey-map.com/distillery/tullamore/156
Midleton,,,"Munster, Ireland",1975,,operational,www.jamesonwhiskey.com/en/visit-our-distilleries/midleton-distillery-cork/,,64.000.000 l.,irish,,,-8.16519,51.91635,https://whiskey-map.com/distillery/midleton/157
Sonoma,https://www.instagram.com/sonomawhiskey,,"California, United States",2010,,operational,www.sonomadistillingcompany.com,Not at the moment,,bourbon,,,-122.71023,38.357,https://whiskey-map.com/distillery/sonoma/158
Frey Ranch,https://www.instagram.com/freyranchdistillery,,"Nevada, United States",-,,operational,freyranch.com/,,,"bourbon, rye",,,-118.75859,39.36878,https://whiskey-map.com/distillery/frey-ranch/159
Yellow Rose,https://www.instagram.com/yellowrosedistilling,,"Texas, United States",2012,,operational,www.yellowrosedistilling.com,,,"bourbon, rye",,,-95.45659,29.78874,https://whiskey-map.com/distillery/yellow-rose/160
Heaven Hill (Bernheim),https://www.instagram.com/heavenhilldistillery,,,,,operational,heavenhilldistillery.com,Yes,,"bourbon, rye","barley, rye, corn, wheat",local source,-85.78157,38.24489,https://whiskey-map.com/distillery/heaven-hill-bernheim/161
Bluegrass,https://www.instagram.com/bluegrassdistillers,,"Kentucky, United States",-,,operational,www.bluegrassdistillers.com,,,bourbon,,,-84.49185,38.0608,https://whiskey-map.com/distillery/bluegrass/162
Castle & Key,https://www.instagram.com/castleandkey,,,,,operational,www.castleandkey.com,Yes,,"bourbon, rye","barley, rye, corn",,-84.83245,38.14778,https://whiskey-map.com/distillery/castle-key/163
Hartfield & Co,https://www.instagram.com/hartfieldandco,,"Kentucky, United States",1919,,operational,www.hartfieldandcompany.com,,,bourbon,,,-84.24895,38.21246,https://whiskey-map.com/distillery/hartfield-co/164
James E. Pepper,https://www.instagram.com/pepperdistillery,,"Kentucky, United States",2017,,operational,jamesepepper.com,,,bourbon,,,-84.5196,38.05659,https://whiskey-map.com/distillery/james-e-pepper/165
Town Branch,https://www.instagram.com/townbranchbourbon,,,,,operational,www.lexingtonbrewingco.com/tour,,,"bourbon, rye",,,-84.50959,38.05021,https://whiskey-map.com/distillery/town-branch/166
Three Boys Farm,https://www.instagram.com/threeboysfarmdistillery,,"Kentucky, United States",2013,,operational,threeboysfarmdistillery.com,Yes,,bourbon,,,-84.99911,38.14956,https://whiskey-map.com/distillery/three-boys-farm/167
Woodford Reserve,https://www.instagram.com/woodfordreserve,,"Kentucky, United States",1812,,operational,www.woodfordreserve.com/distillery/tours,Yes,,bourbon,,,-84.81067,38.11375,https://whiskey-map.com/distillery/woodford-reserve/169
Wilderness Trail,https://www.instagram.com/wildernesstraildistillery,,,,,operational,www.wildernesstraildistillery.com,,,bourbon,"barley, rye, corn",local source,-84.82618,37.6213,https://whiskey-map.com/distillery/wilderness-trail/170
Barrel House,https://www.instagram.com/barrelhousedistillingco,,"Kentucky, United States",2008,,operational,www.barrelhousedistillery.com/,,,bourbon,,,-84.51906,38.05688,https://whiskey-map.com/distillery/barrel-house/171
Glenns Creek,https://www.instagram.com/glennscreekdistilling,,"Kentucky, United States",-,,operational,www.glennscreekdistillery.com/,,,bourbon,,,-84.84594,38.14707,https://whiskey-map.com/distillery/glenns-creek/172
Hakushu,,,"Chubu, Japan",1973,Suntory Holdings Ltd.,operational,www.suntory.co.jp/factory/hakushu,Yes,,single malt,,,138.30357,35.82835,https://whiskey-map.com/distillery/hakushu/173
Kirin,,,"Chubu, Japan",-,,operational,www.kirin.co.jp/experience/factory/english/whisky,,,single malt,,,138.89675,35.33652,https://whiskey-map.com/distillery/kirin/174
Bimber,https://www.instagram.com/bimberdistillery,,"London, United Kingdom",2016,,operational,www.bimberdistillery.com,Yes,,single malt,,,-0.26517,51.52641,https://whiskey-map.com/distillery/bimber/175
Chase,https://www.instagram.com/chase_distillery,,"West Midlands, United Kingdom",2008,,operational,www.chasedistillery.co.uk,,,,,,-2.63571,52.1292,https://whiskey-map.com/distillery/chase/176
Cooper King,https://www.instagram.com/cooperkingdistillery,,,,-,operational,www.cooperkingdistillery.co.uk,Yes,,single malt,barley,,-1.10915,54.08545,https://whiskey-map.com/distillery/cooper-king/177
Adnams Copper House,https://www.instagram.com/adnams,,,,Jonathan Adnams,operational,adnams.co.uk,Yes,,"single malt, rye",,,1.67986,52.32717,https://whiskey-map.com/distillery/adnams-copper-house/178
Copper Rivet,,,"South East, United Kingdom",2016,,operational,www.copperrivetdistillery.com,,,single malt,,,0.53172,51.40326,https://whiskey-map.com/distillery/copper-rivet/179
Circumstance,,,"South West, United Kingdom",2018,,operational,www.circumstancedistillery.com,Yes,,"blended, rye",,,-2.55991,51.46136,https://whiskey-map.com/distillery/circumstance/180
Dartmoor,https://www.instagram.com/dartmoorwhiskydistillery,,,,,operational,dartmoorwhiskydistillery.co.uk,Yes,,single malt,,,-3.67249,50.59491,https://whiskey-map.com/distillery/dartmoor/181
Durham,https://www.instagram.com/durhamdistilleryuk,,,,Jon Chadwick,startup,www.durhamdistillery.co.uk,Yes,,single malt,barley,,-1.67273,54.80146,https://whiskey-map.com/distillery/durham/182
East London Liquor Company,https://www.instagram.com/eastlondonliquorcompany,,"London, United Kingdom",2014,,operational,www.eastlondonliquorcompany.com,Yes,,"blended, single malt, rye","barley, rye",,-0.04172,51.53194,https://whiskey-map.com/distillery/east-london-liquor-company/183
Henstone,https://www.instagram.com/henstone_distillery,,"West Midlands, United Kingdom",2017,,operational,www.henstonedistillery.com,Yes,,single malt,,,-3.04344,52.84171,https://whiskey-map.com/distillery/henstone/184
Hicks & Healey,https://www.instagram.com/healeyscyderfarm,,"South West, United Kingdom",2003,,operational,healeyscyder.co.uk,Yes,,single malt,,,-5.13328,50.31222,https://whiskey-map.com/distillery/hicks-healey/185
Isle of Wight,https://www.instagram.com/mermaidgin,,"South East, United Kingdom",2015,,operational,www.isleofwightdistillery.com,,,,,,-1.12422,50.7172,https://whiskey-map.com/distillery/isle-of-wight/186
The Lakes,https://www.instagram.com/lakesdistillery,,"North West, United Kingdom",2011,Paul Currie,operational,www.lakesdistillery.com,Yes,,"blended, pure malt",,,-3.24881,54.67666,https://whiskey-map.com/distillery/the-lakes/188
The London Distillery Company,,,"London, United Kingdom",2011,,closed,en.wikipedia.org/wiki/The_London_Distillery_Company,No,,single malt,,,-0.07609,51.50009,https://whiskey-map.com/distillery/the-london-distillery-company/189
Ludlow,https://www.instagram.com/ludlowdrygin,,"West Midlands, United Kingdom",2008,,operational,www.ludlowdistillery.co.uk,No,,single malt,,,-2.64805,52.45373,https://whiskey-map.com/distillery/ludlow/190
The Oxford Artisan,https://www.instagram.com/theoxfordartisandistillery,,"South East, United Kingdom",2017,Tom Nicolson,operational,www.theoxfordartisandistillery.com,Yes,,"rye, moonshine",,,-1.22383,51.75228,https://whiskey-map.com/distillery/the-oxford-artisan/191
Princetown,,,"South West, United Kingdom",2018,,operational,www.dartmoor.com,,,single malt,,,-3.99343,50.54355,https://whiskey-map.com/distillery/princetown/192
Spirit of Yorkshire,https://www.instagram.com/spiritofyorkshire,,"Yorkshire, United Kingdom",2016,,operational,www.spiritofyorkshire.com,Yes,80.000 l.,single malt,,,-0.30909,54.17285,https://whiskey-map.com/distillery/spirit-of-yorkshire/193
St George's,https://www.instagram.com/englishwhisky,,,,English Whisky Company,operational,englishwhisky.co.uk,Yes,1.800 l.,single malt,,,0.91558,52.45102,https://whiskey-map.com/distillery/st-georges/194
Wharf,,,"East Midlands, United Kingdom",2014,,operational,wharfdistillery.co.uk,,,single malt,,,-0.99147,52.13371,https://whiskey-map.com/distillery/wharf/195
White Peak,https://www.instagram.com/whitepeakdistillery,,,,-,operational,www.whitepeakdistillery.co.uk,Yes,,single malt,barley,,-1.49267,53.06814,https://whiskey-map.com/distillery/white-peak/196
Whittaker's,https://www.instagram.com/whittakersgin,,"Yorkshire, United Kingdom",2015,Jane & Toby Whittaker,operational,www.whittakersgin.com,Yes,,single malt,,,-1.71801,54.06395,https://whiskey-map.com/distillery/whittakers/197
Kavalan,,,"Yilan, Taiwan, Province of China",2005,,operational,www.kavalanwhisky.com,,,single malt,,,121.69188,24.71392,https://whiskey-map.com/distillery/kavalan/198
James Sedgwick,,,"Western Cape, South Africa",1886,,operational,www.jamessedgwickdistillery.co.za,,,blended,,,18.98617,-33.64391,https://whiskey-map.com/distillery/james-sedgwick/199
Lark,https://www.instagram.com/larkdistillery,,"Tasmania, Australia",1992,,operational,larkdistillery.com,Yes,,single malt,,,147.33204,-42.88293,https://whiskey-map.com/distillery/lark/201
Sullivans Cove,https://www.instagram.com/sullivanscovewhisky,,"Tasmania, Australia",1994,,operational,sullivanscove.com,Yes,,single malt,,,147.4473,-42.83627,https://whiskey-map.com/distillery/sullivans-cove/202
Eigashima Shuzo,,,"Kansai, Japan",1984,,operational,www.ei-sake.jp,,,"blended, single malt",,,134.9056,34.68131,https://whiskey-map.com/distillery/eigashima-shuzo/203
Karuizawa,,,"Chubu, Japan",1955,Mercian Corporation,closed,whiskymag.jp/karuizawa-distillery/,,,single malt,,,138.50735,36.32279,https://whiskey-map.com/distillery/karuizawa/204
Forty Creek,https://www.instagram.com/wearefortycreek,,"Ontario, Canada",1992,Gruppo Campari,operational,www.fortycreekwhisky.com,Yes,,canadian,,,-79.58306,43.20296,https://whiskey-map.com/distillery/forty-creek/205
Gimli,,,"Manitoba, Canada",1968,,operational,www.diageo.com/en/our-business,,,"blended, rye",,,-97.00191,50.65387,https://whiskey-map.com/distillery/gimli/206
Hiram Walker,,,"Ontario, Canada",1858,,operational,corby.ca/en/hiram-walker,,37.500.000 l,blended,,,-83.00829,42.32589,https://whiskey-map.com/distillery/hiram-walker/207
Seagram's,,,"Kentucky, United States",1930,,closed,en.wikipedia.org/wiki/Seagram%27s_Distillery,No,,bourbon,,,-85.78386,38.21568,https://whiskey-map.com/distillery/seagrams/208
Pemberton,https://www.instagram.com/pembydistillery,,"British Columbia, Canada",2008,,operational,www.pembertondistillery.ca,,,single malt,,,-122.7259,50.31538,https://whiskey-map.com/distillery/pemberton/210
Glann ar mor / Celtic Whisky,https://www.instagram.com/celticwhiskydistillerie,,"Bretagne, France",1999,Maison Villevert SAS,operational,www.celtic-whisky-distillerie.fr,Yes,,single malt,,,-3.07819,48.85919,https://whiskey-map.com/distillery/glann-ar-mor-celtic-whisky/211
Waldviertler Roggenhof,https://www.instagram.com/whiskydestillerie_haider,,,,J. Haider GmbH,operational,waldviertlerwhisky.at,Yes,,"single malt, rye","barley, rye",,15.18875,48.37424,https://whiskey-map.com/distillery/waldviertler-roggenhof/212
Pradlo,,,"West Bohemia, Czechia",1929,,closed,whiskipedia.com/distilleries/pradlo/,,,single malt,,,13.54187,49.50437,https://whiskey-map.com/distillery/pradlo/213
Blaue Maus,,,,,,operational,www.fleischmann-whisky.de/,Yes,,"single malt, single grain",barley,,11.03376,49.77329,https://whiskey-map.com/distillery/blaue-maus/215
The Owl,https://www.instagram.com/belgianowl,,"Liège, Belgium",2004,,operational,www.belgianwhisky.com,Yes,,single malt,,,5.41945,50.65227,https://whiskey-map.com/distillery/the-owl/216
Slyrs,https://www.instagram.com/slyrswhisky,,"Bavaria, Germany",2007,Florian Stetter,operational,slyrs.com,Yes,,single malt,,,11.88548,47.70275,https://whiskey-map.com/distillery/slyrs/217
Whisky Castle,https://www.instagram.com/kaesersschloss,,,,Käsers-Schloss,operational,www.kaesers-schloss.ch,Yes,,"single malt, bourbon, single grain",barley,,8.10007,47.50758,https://whiskey-map.com/distillery/whisky-castle/218
Sikkim,,,"Sikkim, India",1954,,operational,-,,,single malt,,,88.53135,27.17902,https://whiskey-map.com/distillery/sikkim/219
John,,,"Karnataka, India",-,,operational,www.jdl.in/,,,single malt,,,75.84443,14.63203,https://whiskey-map.com/distillery/john/222
Timboon,https://www.instagram.com/timboondistillery,,"Victoria, Australia",2007,,operational,www.timboondistillery.com.au,Yes,,single malt,,,142.97836,-38.48377,https://whiskey-map.com/distillery/timboon/223
Hoochery,https://www.instagram.com/hoocherydistillery,,"Western Australia, Australia",2000,,operational,hoochery.com.au,Yes,,single malt,,,128.75159,-15.64113,https://whiskey-map.com/distillery/hoochery/224
Cooley,,,"Leinster, Ireland",1987,-,operational,www.cooleywhiskey.com,,,irish,,,-6.22153,53.99648,https://whiskey-map.com/distillery/cooley/225
Willowbank,,,"Otago, New Zealand",1968,,closed,www.thenzwhisky.com,,,single malt,,,170.51534,-45.85572,https://whiskey-map.com/distillery/willowbank/226
Lammermoor,https://www.instagram.com/lammermoor_distillery,,"Otago, New Zealand",-,,operational,www.lammermoordistillery.co.nz,,,single malt,,,169.8216,-45.49926,https://whiskey-map.com/distillery/lammermoor/227
Cardrona,https://www.instagram.com/cardronadistillery,,"Otago, New Zealand",2015,,operational,www.cardronadistillery.co.nz,Yes,,single malt,,,169.0185,-44.86518,https://whiskey-map.com/distillery/cardrona/228
Thompson,,,"Quebec, Canada",-,,operational,-,No,,single malt,,,-73.6848,45.39622,https://whiskey-map.com/distillery/thompson/230
Coles,,,"Wales, United Kingdom",1994,,operational,www.coles.wales/distillery,Yes,,single malt,,,-4.17423,51.82775,https://whiskey-map.com/distillery/coles/232
Willett,https://www.instagram.com/willettdistillery,,,,-,operational,willettdistillery.com,,,bourbon,"barley, rye, corn",,-85.46129,37.78476,https://whiskey-map.com/distillery/willett/233
Old Bushmills,,,"Northern Ireland, United Kingdom",1608,,operational,bushmills.com/intl/,,,"single malt, irish",,,-6.51727,55.20295,https://whiskey-map.com/distillery/old-bushmills/234
Mourne Dew,https://www.instagram.com/mournedewdistillery,,,,,operational,mournedew.com,Yes,,"single malt, irish",,,-6.26606,54.11895,https://whiskey-map.com/distillery/mourne-dew/235
Killowen,https://www.instagram.com/killowendistillery,,"Northern Ireland, United Kingdom",2017,,operational,www.killowendistillery.com,Yes,,"blended, irish",,,-6.12133,54.078,https://whiskey-map.com/distillery/killowen/236
Rademon,https://www.instagram.com/rademonestatedistillery,,,,-,operational,rademonestatedistillery.com,Yes,,"irish, rye","barley, rye",local source,-5.79083,54.39567,https://whiskey-map.com/distillery/rademon/237
Echlinville,https://www.instagram.com/echlinville,,"Northern Ireland, United Kingdom",2012,,operational,echlinville.com,Yes,,irish,,,-5.51051,54.4692,https://whiskey-map.com/distillery/echlinville/238
Copeland,https://www.instagram.com/copelanddistillery,,"Northern Ireland, United Kingdom",-,,operational,copelanddistillery.com,,,blended,,,-5.53278,54.64278,https://whiskey-map.com/distillery/copeland/239
Yarm,https://www.instagram.com/yarmdistillery,,"North East, United Kingdom",2018,,startup,yarmdistillery.com,,,single malt,,,-1.35301,54.52835,https://whiskey-map.com/distillery/yarm/240
Ad Gefrin,https://www.instagram.com/adgefrin,,"North East, United Kingdom",2022,,startup,adgefrin.co.uk,Yes,,blended,,,-2.0108,55.5452,https://whiskey-map.com/distillery/ad-gefrin/241
